Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
14-February-2019,140.00,151.00,133.40,147.60,143.962799534618332910,2826927,20877,406972325.00,178655,6.32,17.60,7.60
13-February-2019,138.05,142.70,135.60,138.85,139.610347390411779769,2319638,15866,323845467.00,206142,8.89,7.10,0.80
12-February-2019,135.05,140.70,126.50,136.50,131.378695568547096385,2817902,17770,370212289.00,141278,5.01,14.20,1.45
11-February-2019,133.25,138.00,129.60,134.90,133.951318919497137268,3141056,24388,420748594.00,196933,6.27,8.40,1.65
8-February-2019,109.90,134.90,108.00,129.25,126.662625225371282818,6834278,47605,865647593.00,331835,4.86,26.90,19.35
7-February-2019,141.65,144.70,107.00,116.20,123.341306483022141089,8466792,64731,1044305187.00,645566,7.62,37.70,-25.45
6-February-2019,152.20,156.30,135.95,143.75,141.296174134162167674,5471781,37825,773141721.00,421247,7.70,20.35,-8.45
5-February-2019,151.00,159.50,142.30,152.15,151.140359313096815910,4198845,28084,634614942.00,148149,3.53,17.20,1.15
4-February-2019,179.15,181.00,148.75,151.70,158.664757275923509963,4673393,29513,741502766.00,446711,9.56,32.25,-27.45
1-February-2019,194.00,200.00,186.00,189.15,192.928853196790007232,871030,6028,168046819.00,63954,7.34,14.00,-4.85
31-January-2019,200.25,200.90,187.80,194.05,192.500519065300325450,785065,7062,151125420.00,76740,9.77,13.10,-6.20
30-January-2019,201.00,203.00,196.25,197.90,200.307232055918194723,610034,3024,122194222.00,64725,10.61,6.75,-3.10
29-January-2019,198.00,202.65,196.25,198.80,199.153149103984225482,620748,3859,123623919.00,63091,10.16,6.40,0.80
28-January-2019,210.10,211.65,195.25,198.05,199.829693253438747723,1159361,8204,231674753.00,160807,13.87,16.40,-12.05
25-January-2019,213.10,216.50,204.25,209.15,213.521734362447201234,811572,5223,173288261.00,54081,6.66,12.25,-3.95
24-January-2019,210.00,213.50,208.00,212.05,211.399737186929529512,1071484,5064,226511436.00,47237,4.41,5.50,2.05
23-January-2019,207.90,212.80,205.75,208.95,208.656894706310104501,856737,4591,178764082.00,49140,5.74,7.05,1.05
22-January-2019,206.15,210.55,202.30,206.65,205.708546857415765059,605123,4129,124478973.00,79922,13.21,8.25,0.50
21-January-2019,210.60,211.90,207.20,208.20,209.436946219252467118,492072,3381,103058057.00,78308,15.91,4.70,-2.40
18-January-2019,218.50,219.50,208.60,210.15,213.505059122189304752,580239,4005,123883962.00,138042,23.79,10.90,-8.35
17-January-2019,223.15,226.60,214.80,217.60,219.524197973788682130,528474,3950,116012831.00,59141,11.19,11.80,-5.55
16-January-2019,222.15,229.00,222.00,224.25,225.802123963873280282,651706,4288,147156599.00,82335,12.63,7.00,2.10
15-January-2019,216.10,222.40,216.10,221.75,220.340341295488931883,379378,2630,83592278.00,59306,15.63,6.30,5.65
14-January-2019,216.05,216.75,213.45,216.05,215.216108275254455761,291701,1907,62778754.00,23741,8.14,3.30,0.00
11-January-2019,217.80,219.50,214.00,215.75,215.978021845770210225,415458,2885,89729797.00,44000,10.59,5.50,-2.05
10-January-2019,217.80,222.50,216.70,217.80,219.689962219515574368,483583,3478,106238331.00,30923,6.39,5.80,0.00
9-January-2019,221.60,223.25,214.30,217.00,218.129190090657174071,552852,3540,120593159.00,48051,8.69,8.95,-4.60
8-January-2019,217.60,222.45,215.80,221.60,219.583240457674642558,481827,4308,105801134.00,46593,9.67,6.65,4.00
7-January-2019,220.70,222.95,216.00,217.75,219.557281078841397884,617848,4802,135653027.00,68290,11.05,6.95,-2.95
4-January-2019,211.00,218.40,207.85,216.55,213.210671062731419798,1005748,7620,214436206.00,49088,4.88,10.55,5.55
3-January-2019,221.80,223.00,212.60,214.65,217.413774825540390374,684829,4607,148891258.00,123943,18.10,10.40,-7.15
2-January-2019,230.00,232.00,220.10,221.75,225.692246833129081980,683798,4647,154327907.00,116483,17.03,11.90,-8.25
1-January-2019,230.45,231.30,228.60,230.50,230.065329178028827425,436390,3220,100398209.00,50623,11.60,2.70,0.05
31-December-2018,230.65,232.20,227.65,229.65,229.858701188798184596,742094,5540,170576763.00,75828,10.22,4.55,-1.00
28-December-2018,216.00,229.90,215.80,228.15,225.743262069372710326,1422692,10308,321163133.00,189371,13.31,14.10,12.15
27-December-2018,215.30,216.60,210.60,214.60,213.981209273896155939,641327,5032,137231927.00,100644,15.69,6.00,-0.70
26-December-2018,215.70,215.70,206.70,212.10,210.659636381035605143,794183,5528,167302302.00,72398,9.12,9.00,-3.60
24-December-2018,220.80,222.50,215.05,215.85,219.191864858624236444,762224,4863,167073300.00,82053,10.76,7.45,-4.95
21-December-2018,220.80,222.25,216.65,219.30,219.001097844403655931,638524,4524,139837457.00,82848,12.97,5.60,-1.50
20-December-2018,216.90,222.00,216.15,219.40,219.690653140555959505,858192,5388,188536761.00,107663,12.55,5.85,2.50
19-December-2018,220.00,224.00,217.30,219.35,221.108171953077613878,891941,6113,197215444.00,98957,11.09,6.70,-0.65
18-December-2018,218.00,221.20,216.50,219.70,219.407972340515242231,592925,4157,130092472.00,30456,5.14,4.70,1.70
17-December-2018,221.00,223.00,215.10,218.80,218.368851858633949826,655320,4779,143101476.00,54994,8.39,7.90,-2.20
14-December-2018,216.00,225.05,213.25,219.50,219.249392026170245943,1205644,9611,264336714.00,139112,11.54,11.80,3.50
13-December-2018,229.00,229.00,214.00,216.70,219.736221898627031835,1115248,8106,245060382.00,118641,10.64,15.00,-12.30
12-December-2018,205.90,214.35,205.90,213.25,210.989788689520815576,722728,5148,152488228.00,87438,12.10,8.45,7.35
11-December-2018,197.50,207.90,195.50,205.25,203.596628529995339519,941963,6512,191780491.00,71622,7.60,12.40,7.75
10-December-2018,203.40,205.60,200.00,200.80,201.977098126783958127,729067,5512,147254837.00,90629,12.43,5.60,-2.60
7-December-2018,214.00,216.55,203.65,208.95,210.359548297889666949,1191139,9381,250567462.00,119307,10.02,12.90,-5.05
6-December-2018,216.35,216.50,209.00,211.40,212.237812630616081178,913938,7595,193972202.00,137798,15.08,7.50,-4.95
5-December-2018,230.05,234.00,217.20,219.35,224.693904137376617843,934191,7833,209907023.00,185222,19.83,16.80,-10.70
4-December-2018,233.15,236.60,230.75,233.10,233.565752589079073987,454119,4263,106066646.00,50692,11.16,5.85,-0.05
3-December-2018,229.00,234.35,225.20,232.40,230.694173339954632455,801454,6540,184890768.00,80259,10.01,9.15,3.40
30-November-2018,230.35,233.40,224.25,226.25,228.123794648618101073,1123635,9497,256327880.00,142450,12.68,9.15,-4.10
29-November-2018,238.40,240.50,223.55,229.10,230.557471020174825309,776661,8404,179064996.00,114062,14.69,16.95,-9.30
28-November-2018,244.00,246.85,236.10,237.70,241.577184813286592324,1150453,10726,277923197.00,115908,10.07,10.75,-6.30
27-November-2018,232.00,236.95,228.40,234.80,233.398577473993990046,547758,4496,127845938.00,43894,8.01,8.55,2.80
26-November-2018,241.90,242.95,225.75,231.25,232.760359260908053564,781716,6763,181952497.00,165248,21.14,17.20,-10.65
22-November-2018,244.15,245.35,238.85,239.90,241.864485031779410722,423230,3677,102364306.00,54864,12.96,6.50,-4.25
21-November-2018,243.00,246.40,241.60,242.40,243.841610315222610236,472777,3379,115282705.00,75265,15.92,4.80,-0.60
20-November-2018,242.10,247.20,239.35,241.20,243.156423767903925242,535916,4265,130311418.00,57868,10.80,7.85,-0.90
19-November-2018,238.55,250.00,235.50,243.25,243.653316474059262308,816168,7370,198862040.00,69104,8.47,14.50,4.70
16-November-2018,252.90,252.90,236.20,237.75,241.547684582370615121,674306,6192,162877053.00,116383,17.26,16.70,-15.15
15-November-2018,252.55,254.00,245.80,250.80,250.282119102636767477,412854,3174,103329974.00,29315,7.10,8.20,-1.75
14-November-2018,261.00,262.50,249.60,252.20,255.714984641942033753,443741,3719,113471223.00,63974,14.42,12.90,-8.80
13-November-2018,256.00,261.90,250.55,259.50,256.665202965054712319,495775,4122,127248191.00,48876,9.86,11.35,3.50
12-November-2018,262.00,263.75,255.90,258.25,259.363507685868026678,544701,3986,141275562.00,65869,12.09,7.85,-3.75
9-November-2018,252.10,264.00,249.10,261.60,258.220256347806694504,681574,5202,175996213.00,67730,9.94,14.90,9.50
7-November-2018,255.00,255.00,250.50,251.30,251.661259310422072467,53569,844,13481242.00,16630,31.04,4.50,-3.70
6-November-2018,251.40,256.50,246.85,249.35,251.641197674009911623,512126,4310,128872000.00,34667,6.77,9.65,-2.05
5-November-2018,253.00,256.95,243.60,250.55,250.058073139178565423,582834,4504,145742347.00,40730,6.99,13.35,-2.45
2-November-2018,251.40,261.65,251.35,252.80,255.878203844272491800,733923,6373,187794899.00,68099,9.28,10.30,1.40
1-November-2018,242.90,253.40,242.35,248.15,248.238295060683691330,690136,5876,171318184.00,86814,12.58,11.05,5.25
31-October-2018,236.10,242.70,232.10,241.85,237.606484522697063059,648498,6549,154087330.00,45083,6.95,10.60,5.75
30-October-2018,234.10,244.40,233.40,235.55,238.546318297608873563,607287,6217,144866078.00,55215,9.09,11.00,1.45
29-October-2018,228.10,237.25,222.55,235.45,229.495029004752585965,801248,6964,183882433.00,78482,9.79,14.70,7.35
26-October-2018,234.00,234.00,221.85,224.25,227.304454756044142667,965687,9150,219504957.00,123153,12.75,12.15,-9.75
25-October-2018,237.00,238.75,230.80,233.35,234.610327899983277639,705642,8987,165550901.00,143506,20.34,7.95,-3.65
24-October-2018,240.00,245.75,237.50,242.35,241.608595676491408212,642765,6050,155297549.00,65331,10.16,8.25,2.35
23-October-2018,237.00,241.45,230.40,236.90,235.772779563741875283,625868,5883,147562638.00,54215,8.66,11.05,-0.10
22-October-2018,244.00,246.65,236.00,237.60,240.193034083263083812,775806,6913,186343197.00,80302,10.35,10.65,-6.40
19-October-2018,248.00,255.10,237.00,241.35,245.646292643009211942,1472545,12573,361725220.00,74013,5.03,18.10,-6.65
17-October-2018,277.00,277.00,246.25,248.20,256.846190751818005868,1100519,11739,282664113.00,121927,11.08,30.75,-28.80
16-October-2018,264.10,272.50,263.00,267.70,268.167753328847219946,573622,6366,153826923.00,55120,9.61,9.50,3.60
15-October-2018,268.00,268.00,256.25,263.80,261.462780531428082159,840904,7308,219865098.00,47280,5.62,11.75,-4.20
12-October-2018,243.05,265.85,243.05,261.80,259.406981314878892733,1083750,10462,281132316.00,139141,12.84,22.80,18.75
11-October-2018,239.95,257.00,231.55,241.65,245.268175995901114384,1092980,10059,268073211.00,67079,6.14,25.45,1.70
10-October-2018,238.00,258.00,238.00,252.85,251.015689367597329270,983851,9444,246962037.00,113934,11.58,20.00,14.85
9-October-2018,229.10,243.25,226.25,236.65,235.420834662032493595,1213593,12309,285705077.00,62957,5.19,17.00,7.55
8-October-2018,255.50,259.00,222.45,234.80,244.283108401721675559,1525723,15820,372708357.00,188404,12.35,36.55,-20.70
5-October-2018,269.00,274.60,253.00,259.20,268.054387838548483872,863318,8493,231416178.00,97506,11.29,21.60,-9.80
4-October-2018,271.90,280.55,266.10,269.05,272.867261988292084093,876501,10455,239168428.00,126500,14.43,14.45,-2.85
3-October-2018,284.50,292.75,275.10,277.40,284.737199872531674779,910030,10364,259119394.00,137079,15.06,17.65,-7.10
1-October-2018,280.00,287.65,268.00,286.20,278.871325121628842205,711180,7793,198327709.00,51758,7.28,19.65,6.20
28-September-2018,294.95,298.50,274.35,281.90,283.638710998879886642,1010612,11659,286648685.00,76174,7.54,24.15,-13.05
27-September-2018,318.75,319.00,291.00,293.45,302.216005757805645393,976761,12056,295192808.00,167148,17.11,28.00,-25.30
26-September-2018,319.00,323.90,312.00,318.75,317.530849644128113879,584480,7074,185590431.00,45092,7.71,11.90,-0.25
25-September-2018,311.00,323.80,303.00,316.45,314.601622585581846174,869723,9875,273616267.00,69591,8.00,20.80,5.45
24-September-2018,335.40,340.05,311.90,318.40,322.403549718723011872,957597,10620,308732672.00,93164,9.73,28.15,-17.00
21-September-2018,363.50,369.30,307.10,337.55,347.326115570731577440,1201896,13173,417449869.00,115813,9.64,62.20,-25.95
19-September-2018,387.75,388.75,355.25,361.25,370.887095818637933109,1080270,11428,400658203.00,150244,13.91,33.50,-26.50
18-September-2018,410.00,413.60,390.65,392.10,401.186747030680895282,563934,7730,226242847.00,91628,16.25,22.95,-17.90
17-September-2018,417.00,417.00,408.00,409.95,412.068927979988650971,518106,7379,213495384.00,78088,15.07,9.00,-7.05
14-September-2018,419.90,423.65,413.90,418.55,419.549629970969079765,542525,5862,227616163.00,66132,12.19,9.75,-1.35
12-September-2018,440.90,441.30,410.50,415.90,421.261767253091476774,982621,11505,413940659.00,125383,12.76,30.80,-25.00
11-September-2018,440.00,449.90,435.35,440.40,443.591459375133564132,374352,4928,166059350.00,30277,8.09,14.55,0.40
10-September-2018,458.00,470.75,435.50,439.75,453.729086800431166316,673522,7494,305596522.00,87285,12.96,35.25,-18.25
7-September-2018,461.85,464.45,455.35,457.75,459.435688550627311779,375252,4583,172404161.00,21924,5.84,9.10,-4.10
6-September-2018,458.50,470.50,456.60,461.85,463.101598830771956242,587054,6135,271865646.00,23585,4.02,13.90,3.35
5-September-2018,456.00,464.35,446.50,455.80,453.884683910350219513,798128,7540,362258075.00,39033,4.89,17.85,-0.20
4-September-2018,476.00,477.00,455.00,457.40,464.202659876337218076,470473,4910,218394818.00,34089,7.25,22.00,-18.60
3-September-2018,470.15,487.60,469.55,474.30,478.770106199227565570,475898,5670,227845736.00,34476,7.24,18.05,4.15
31-August-2018,461.95,473.70,457.30,469.85,466.080578341859538021,569421,6705,265396069.00,51493,9.04,16.40,7.90
30-August-2018,451.00,475.15,443.10,463.55,462.833424254892346683,760729,10359,352090808.00,59125,7.77,32.05,12.55
29-August-2018,434.50,454.70,431.50,450.60,446.100663588612445557,534970,6530,238650472.00,68533,12.81,23.20,16.10
28-August-2018,446.00,447.35,430.00,432.25,437.260399857105901772,324716,3274,141985448.00,37590,11.58,17.35,-13.75
27-August-2018,441.85,448.45,441.40,443.20,444.216210871284890948,283168,3060,125787816.00,31637,11.17,7.05,1.35
24-August-2018,443.00,450.40,435.70,438.75,441.204716160602886050,359869,3621,158775900.00,22236,6.18,14.70,-4.25
23-August-2018,449.95,458.25,441.35,445.15,448.935096215179086274,391934,4422,175952928.00,28493,7.27,16.90,-4.80
21-August-2018,452.80,455.90,445.45,449.95,449.921389294727055385,376450,4050,169372907.00,20417,5.42,10.45,-2.85
20-August-2018,434.50,457.20,434.00,453.05,447.215109352933581619,751283,7649,335985109.00,84498,11.25,23.20,18.55
17-August-2018,434.00,438.75,429.90,436.05,434.156832990909426745,351903,3289,152781092.00,26030,7.40,8.85,2.05
16-August-2018,430.30,436.60,423.60,427.20,431.330755550833415549,395301,4181,170505479.00,30533,7.72,13.00,-3.10
14-August-2018,422.00,438.75,421.05,436.80,431.560160541557975300,481869,7210,207955463.00,47021,9.76,17.70,14.80
13-August-2018,420.50,429.90,413.95,419.90,423.609590789341744227,438796,4927,185878194.00,48192,10.98,15.95,-0.60
10-August-2018,438.00,441.50,427.00,429.30,434.848417884508590353,347541,4305,151127654.00,60726,17.47,14.50,-8.70
9-August-2018,436.35,447.00,434.50,442.45,440.191580801068754123,724582,7672,318954896.00,61462,8.48,12.50,6.10
8-August-2018,430.00,438.40,426.50,434.10,432.482660996640274416,510756,4879,220893114.00,47308,9.26,11.90,4.10
7-August-2018,436.90,437.50,415.80,430.20,429.083981615299684906,867678,8442,372306731.00,33350,3.84,21.70,-6.70
6-August-2018,413.60,434.75,412.60,431.60,424.243203187745992021,901452,8271,382434884.00,81781,9.07,22.15,18.00
3-August-2018,412.00,422.65,408.35,412.40,413.968533859010877394,764981,6574,316678063.00,26221,3.43,14.30,0.40
2-August-2018,405.20,418.10,402.10,410.55,410.801204120537596698,732817,6612,301042106.00,31838,4.34,16.00,5.35
1-August-2018,421.00,422.40,399.40,408.20,408.496773944960058070,804543,9146,328653220.00,49009,6.09,23.00,-12.80
31-July-2018,412.00,424.90,410.70,421.60,416.483947138234292928,464154,4840,193312690.00,40643,8.76,14.20,9.60
30-July-2018,422.00,425.00,407.00,413.90,415.356866364503277918,619753,6473,257418664.00,28084,4.53,18.00,-8.10
27-July-2018,397.25,425.35,397.25,421.95,412.842251124817800426,980381,10763,404742699.00,140297,14.31,28.10,24.70
26-July-2018,385.00,401.50,383.50,394.00,392.050594148558333943,778509,7227,305214916.00,89629,11.51,18.00,9.00
25-July-2018,379.95,386.20,373.25,384.10,380.859182050041414149,609695,5245,232207939.00,48300,7.92,12.95,4.15
24-July-2018,364.05,379.45,360.95,378.20,373.849479297805332089,484538,4722,181144279.00,56314,11.62,18.50,14.15
23-July-2018,351.55,364.90,342.30,363.05,354.357080508941069153,508664,5721,180248690.00,52520,10.33,22.60,11.50
20-July-2018,347.00,354.75,341.20,350.20,347.479997703870345212,365833,4275,127119650.00,35051,9.58,13.55,3.20
19-July-2018,346.05,352.75,340.00,345.65,345.401227214569100393,589302,5441,203545634.00,36803,6.25,12.75,-0.40
18-July-2018,356.00,356.70,337.00,344.10,343.357056444285217319,962985,8680,330647695.00,62856,6.53,19.70,-11.90
17-July-2018,337.00,357.90,335.15,354.95,346.622978408413300708,632237,6775,219147872.00,83009,13.13,22.75,17.95
16-July-2018,368.50,370.30,334.50,336.90,348.288172369890769743,717109,8548,249760583.00,159131,22.19,35.80,-31.60
13-July-2018,376.00,376.50,364.90,367.75,369.076906105695228322,389800,3752,143866178.00,64828,16.63,11.60,-8.25
12-July-2018,377.00,389.80,371.20,374.25,380.755601743997421261,477753,5529,181907131.00,54784,11.47,18.60,-2.75
11-July-2018,384.45,387.00,373.30,375.30,379.581765578591078826,337691,4249,128181346.00,47089,13.94,13.70,-9.15
10-July-2018,383.00,388.75,381.20,384.70,384.899246483781406030,350092,3335,134750147.00,25415,7.26,7.55,1.70
9-July-2018,369.95,385.90,369.95,383.15,380.551131123665153126,396862,4462,151026283.00,75796,19.10,15.95,13.20
6-July-2018,366.00,374.70,364.90,369.55,370.994407388767995236,282158,3375,104679040.00,46511,16.48,9.80,3.55
5-July-2018,364.05,373.95,363.20,367.50,368.018713463646328096,350336,4414,128930204.00,36732,10.48,10.75,3.45
4-July-2018,369.05,372.00,360.25,363.80,364.803043220366460492,524313,5739,191270978.00,89782,17.12,11.75,-5.25
3-July-2018,370.55,376.35,365.50,369.15,371.132477475259711486,406220,4925,150761435.00,42098,10.36,10.85,-1.40
2-July-2018,388.70,389.35,367.50,370.00,374.893992721967555559,603185,6745,226130433.00,118417,19.63,21.85,-18.70
29-June-2018,391.50,395.65,384.30,387.70,389.604357575050098250,411192,4818,160202195.00,39189,9.53,11.35,-3.80
28-June-2018,393.10,399.00,387.00,389.70,392.544231067097081912,406739,4902,159663048.00,32385,7.96,12.00,-3.40
27-June-2018,410.50,414.75,388.70,396.40,397.675852706663061193,547316,6847,217654357.00,78996,14.43,26.05,-14.10
26-June-2018,414.40,418.00,411.45,412.60,414.497959855817612939,218612,2616,90614228.00,23045,10.54,6.55,-1.80
25-June-2018,422.85,424.85,412.25,415.35,416.918107294085170780,202863,2802,84577258.00,19672,9.70,12.60,-7.50
22-June-2018,417.00,424.50,411.50,423.15,418.887969259089461509,285743,3863,119694305.00,18683,6.54,13.00,6.15
21-June-2018,429.80,431.95,415.20,417.50,420.834837531332151372,261712,3719,110137527.00,25285,9.66,16.75,-12.30
20-June-2018,411.00,429.80,409.15,428.45,421.645307020278798538,465067,6003,196093318.00,63958,13.75,20.65,17.45
19-June-2018,418.00,424.80,408.25,410.30,414.884171813631714154,384207,4324,159401403.00,52159,13.58,16.55,-7.70
18-June-2018,420.00,426.30,415.00,423.85,422.549091418337987285,235642,2985,99570313.00,21353,9.06,11.30,3.85
15-June-2018,423.90,427.00,411.40,420.45,419.455860905373330664,349690,4179,146679520.00,18294,5.23,15.60,-3.45
14-June-2018,423.40,424.50,416.65,422.15,420.970901759644054442,258916,3040,108996102.00,16967,6.55,7.85,-1.25
13-June-2018,427.45,434.75,420.70,425.50,427.620354832012733123,462416,5410,197738494.00,29531,6.39,14.05,-1.95
12-June-2018,415.50,429.35,412.80,427.05,421.772911296615981270,422870,4500,178355111.00,47276,11.18,16.55,11.55
11-June-2018,419.50,424.00,416.00,418.05,420.150595569868499824,242205,2582,101762575.00,33616,13.88,8.00,-1.45
8-June-2018,414.70,420.60,411.50,418.70,416.242758970574670233,346912,3573,144399608.00,25987,7.49,9.10,4.00
7-June-2018,401.10,419.80,400.70,417.25,412.104844733108214267,413707,5120,170490659.00,66899,16.17,19.10,16.15
6-June-2018,386.55,400.00,386.55,397.55,394.129870556639312184,334741,3254,131931427.00,33768,10.09,13.45,11.00
5-June-2018,402.90,407.00,381.50,386.75,392.429189852122195804,438673,4648,172148090.00,61508,14.02,25.50,-16.15
4-June-2018,416.50,417.60,402.90,406.55,410.402181044276959019,249972,3021,102589054.00,27410,10.97,14.70,-9.95
1-June-2018,420.90,423.00,408.60,413.30,415.013042785858371377,376760,3607,156360314.00,43748,11.61,14.40,-7.60
31-May-2018,434.60,448.75,413.35,418.10,426.855695386966431827,617728,6823,263680715.00,85891,13.90,35.40,-16.50
30-May-2018,413.80,429.80,411.45,426.40,424.853250300343146541,417023,4640,177173577.00,52412,12.57,18.35,12.60
29-May-2018,410.00,420.60,405.05,416.80,414.494071399040185658,437793,4551,181462603.00,34827,7.96,15.55,6.80
28-May-2018,396.25,415.75,393.20,412.05,407.570537980230617393,524852,5316,213914212.00,57884,11.03,22.55,15.80
25-May-2018,379.25,401.00,379.00,395.55,392.221353625362626636,553255,5643,216998425.00,78843,14.25,22.00,16.30
24-May-2018,375.00,382.80,371.00,379.45,377.359276803102331000,352767,3810,133119900.00,42012,11.91,11.80,4.45
23-May-2018,375.00,384.90,369.00,372.75,377.448789153306012893,333816,3640,125998445.00,46795,14.02,15.90,-2.25
22-May-2018,373.90,381.90,371.40,375.70,376.342943862490952289,371641,3486,139864468.00,36923,9.94,10.50,1.80
21-May-2018,379.05,387.25,371.50,374.20,378.000334620027008616,334708,3431,126519736.00,29218,8.73,15.75,-4.85
18-May-2018,395.00,401.75,378.00,380.90,390.217873515058904717,649184,6598,253323200.00,68338,10.53,23.75,-14.10
17-May-2018,376.35,397.70,375.50,392.25,388.843918666621406021,677557,6953,263463919.00,89614,13.23,22.20,15.90
16-May-2018,371.90,378.20,364.10,374.85,369.892144600970155641,782761,7203,289537145.00,84784,10.83,14.10,2.95
15-May-2018,388.30,395.60,373.00,375.80,384.259032187128744365,723053,7440,277839646.00,100028,13.83,22.60,-12.50
14-May-2018,405.70,406.90,385.00,390.15,393.533134028477659766,619152,7769,243656827.00,118359,19.12,21.90,-15.55
11-May-2018,408.00,413.10,401.00,407.25,406.312521366361885123,368570,4621,149754606.00,27551,7.48,12.10,-0.75
10-May-2018,412.50,417.70,405.00,406.70,409.474563323638929710,291921,3216,119534224.00,43604,14.94,12.70,-5.80
9-May-2018,418.70,423.00,413.45,415.40,417.111246321658517158,225985,2344,94260885.00,23293,10.31,9.55,-3.30
8-May-2018,422.00,426.55,416.45,422.00,421.555451750949309866,398184,3873,167856636.00,29454,7.40,10.10,0.00
7-May-2018,414.50,424.35,411.05,420.45,417.357048227012373748,457420,4864,190907461.00,61244,13.39,13.30,5.95
4-May-2018,404.90,412.00,397.60,410.65,406.324461559163190514,505348,6279,205335254.00,96811,19.16,14.40,5.75
3-May-2018,420.00,421.40,401.00,405.05,408.759483653052414743,528172,5702,215895314.00,118467,22.43,20.40,-14.95
2-May-2018,436.10,447.00,416.30,420.05,431.402628175561403984,552855,5827,238503100.00,65872,11.91,30.70,-16.05
30-April-2018,434.30,437.15,426.80,435.10,433.130200726676878139,224584,2063,97274113.00,31966,14.23,10.35,0.80
27-April-2018,436.00,442.30,428.85,430.85,434.649422988695048643,340028,3497,147792974.00,40623,11.95,13.45,-5.15
26-April-2018,427.40,429.95,422.75,427.15,426.297668972738070443,177647,2051,75730502.00,21320,12.00,7.20,-0.25
25-April-2018,423.00,431.60,422.55,426.65,426.910943511747803157,287458,2939,122718966.00,24000,8.35,9.05,3.65
24-April-2018,429.65,432.25,415.95,423.90,424.344124958611664415,380542,4393,161480762.00,50407,13.25,16.30,-5.75
23-April-2018,425.30,434.60,422.20,429.65,429.262116634972911361,341287,3399,146501580.00,32520,9.53,12.40,4.35
20-April-2018,438.00,438.00,422.65,425.25,429.146614872068938928,376101,4148,161402471.00,66502,17.68,15.35,-12.75
19-April-2018,437.55,440.40,433.15,438.60,437.095594800645626566,232952,2790,101822293.00,22812,9.79,7.25,1.05
18-April-2018,444.55,446.25,434.50,435.95,439.864013900372271443,238267,2621,104805079.00,29734,12.48,11.75,-8.60
17-April-2018,442.25,447.00,437.45,442.65,441.984571589844008599,287003,3052,126850898.00,19353,6.74,9.55,0.40
16-April-2018,442.00,443.15,434.00,438.95,438.237582889995192479,251689,3057,110299579.00,21406,8.50,9.15,-3.05
13-April-2018,441.10,448.80,441.00,444.55,444.546609478518417390,263691,2737,117222940.00,25480,9.66,7.80,3.45
12-April-2018,444.90,449.70,438.30,440.35,443.937537639395554571,288926,3005,128265097.00,47173,16.33,11.40,-4.55
11-April-2018,455.60,458.00,445.20,447.30,449.864632121385628399,261975,3043,117853287.00,36599,13.97,12.80,-8.30
10-April-2018,454.15,461.60,453.65,456.90,457.653459316248307785,361213,4366,165310379.00,41515,11.49,7.95,2.75
9-April-2018,448.00,456.00,445.25,452.55,450.830954911386918113,382957,4928,172648870.00,25417,6.64,10.75,4.55
6-April-2018,450.75,454.00,442.90,446.75,447.724021913326326902,420566,4999,188297501.00,40567,9.65,11.10,-4.00
5-April-2018,441.05,456.45,441.05,451.05,451.195855115395590721,515141,5687,232429484.00,75931,14.74,15.40,10.00
4-April-2018,441.50,453.60,431.00,434.65,442.439011043969945339,509871,5958,225586821.00,42878,8.41,22.60,-6.85
3-April-2018,442.40,443.95,434.10,441.55,439.587038619510984921,362770,4487,159468990.00,42638,11.75,9.85,-0.85
2-April-2018,427.00,446.55,427.00,444.70,439.143483232619003191,418014,5085,183568124.00,62908,15.05,19.55,17.70
28-March-2018,426.00,432.00,420.30,423.50,426.146712084936761221,319108,3912,135986825.00,41614,13.04,11.70,-2.50
27-March-2018,417.10,432.00,416.80,429.05,424.116476188250325254,513444,5338,217760060.00,63217,12.31,15.20,11.95
26-March-2018,408.65,418.00,406.00,416.30,412.532984177589082168,516293,5752,212987892.00,73741,14.28,12.00,7.65
23-March-2018,400.00,412.00,394.35,409.30,401.401778613948063493,735629,8919,295282789.00,86366,11.74,17.65,9.30
22-March-2018,428.70,433.00,407.80,411.15,420.035358964219609503,538647,6152,226250786.00,109772,20.38,25.20,-17.55
21-March-2018,427.30,436.25,424.35,428.45,429.706972548810507700,675162,6544,290121819.00,52480,7.77,11.90,1.15
20-March-2018,418.00,431.80,414.10,424.50,425.120074244162236941,490813,5778,208654459.00,45999,9.37,17.70,6.50
19-March-2018,430.30,432.00,415.00,418.90,420.943350400886281806,422439,4541,177822888.00,42180,9.98,17.00,-11.40
16-March-2018,445.15,451.25,427.30,429.80,438.324259391668267678,504889,5145,221305097.00,58998,11.69,23.95,-15.35
15-March-2018,446.80,456.00,443.60,445.75,449.807759800245827503,388077,4239,174560046.00,39261,10.12,12.40,-1.05
14-March-2018,434.00,451.40,431.00,447.65,441.222977379670711550,513653,6170,226635506.00,48431,9.43,20.40,13.65
13-March-2018,429.85,442.60,427.55,438.30,435.670840216792742660,621054,6600,270575118.00,47833,7.70,15.05,8.45
12-March-2018,416.00,434.95,411.25,431.85,422.476097993381479772,773889,7576,326949605.00,70955,9.17,23.70,15.85
9-March-2018,422.70,426.10,407.60,410.75,417.298340507664042342,603076,8020,251662614.00,73255,12.15,18.50,-11.95
